     k            crst-ang           q             ang            pmin          pmax          -t          crst-t
 0.10500000E+00 0.18840866E-02 0.13000000E+01 0.00000000E+00 0.55137342E+00 0.12243722E+01 0.13523109E+01 0.43362875E-01
 0.11000000E+00 0.22248440E-02 0.13000000E+01 0.00000000E+00 0.54528000E+00 0.12243722E+01 0.13406742E+01 0.48877995E-01
 0.11500000E+00 0.26167061E-02 0.13000000E+01 0.00000000E+00 0.53928367E+00 0.12243722E+01 0.13291001E+01 0.54987455E-01
 0.12000000E+00 0.30601926E-02 0.13000000E+01 0.00000000E+00 0.53338236E+00 0.12243722E+01 0.13175887E+01 0.61627426E-01
 0.12500000E+00 0.35632950E-02 0.13000000E+01 0.00000000E+00 0.52757411E+00 0.12243722E+01 0.13061396E+01 0.68888745E-01
 0.13000000E+00 0.41359298E-02 0.13000000E+01 0.00000000E+00 0.52185709E+00 0.12243722E+01 0.12947529E+01 0.76884062E-01
 0.13500000E+00 0.47786821E-02 0.13000000E+01 0.00000000E+00 0.51622953E+00 0.12243722E+01 0.12834285E+01 0.85542292E-01
 0.14000000E+00 0.55019016E-02 0.13000000E+01 0.00000000E+00 0.51068978E+00 0.12243722E+01 0.12721661E+01 0.94971062E-01
 0.14500000E+00 0.63182011E-02 0.13000000E+01 0.00000000E+00 0.50523626E+00 0.12243722E+01 0.12609658E+01 0.10530087E+00
 0.15000000E+00 0.72281329E-02 0.13000000E+01 0.00000000E+00 0.49986748E+00 0.12243722E+01 0.12498273E+01 0.11645051E+00
 0.15500000E+00 0.82448589E-02 0.13000000E+01 0.00000000E+00 0.49458202E+00 0.12243722E+01 0.12387506E+01 0.12854584E+00
 0.16000000E+00 0.93842733E-02 0.13000000E+01 0.00000000E+00 0.48937853E+00 0.12243722E+01 0.12277355E+01 0.14173829E+00
 0.16500000E+00 0.10646931E-01 0.13000000E+01 0.00000000E+00 0.48425572E+00 0.12243722E+01 0.12167819E+01 0.15593623E+00
 0.17000000E+00 0.12049415E-01 0.13000000E+01 0.00000000E+00 0.47921238E+00 0.12243722E+01 0.12058896E+01 0.17128666E+00
 0.17500000E+00 0.13611578E-01 0.13000000E+01 0.00000000E+00 0.47424734E+00 0.12243722E+01 0.11950585E+01 0.18796498E+00
 0.18000000E+00 0.15334035E-01 0.13000000E+01 0.00000000E+00 0.46935950E+00 0.12243722E+01 0.11842884E+01 0.20586876E+00
 0.18500000E+00 0.17237640E-01 0.13000000E+01 0.00000000E+00 0.46454780E+00 0.12243722E+01 0.11735792E+01 0.22517107E+00
 0.19000000E+00 0.19347274E-01 0.13000000E+01 0.00000000E+00 0.45981124E+00 0.12243722E+01 0.11629308E+01 0.24607795E+00
 0.19500000E+00 0.21664052E-01 0.13000000E+01 0.00000000E+00 0.45514887E+00 0.12243722E+01 0.11523429E+01 0.26847979E+00
 0.20000000E+00 0.24214076E-01 0.13000000E+01 0.00000000E+00 0.45055977E+00 0.12243722E+01 0.11418155E+01 0.29257985E+00
 0.20500000E+00 0.27017336E-01 0.13000000E+01 0.00000000E+00 0.44604309E+00 0.12243722E+01 0.11313482E+01 0.31848954E+00
 0.21000000E+00 0.30107998E-01 0.13000000E+01 0.00000000E+00 0.44159799E+00 0.12243722E+01 0.11209411E+01 0.34647276E+00
 0.21500000E+00 0.33486242E-01 0.13000000E+01 0.00000000E+00 0.43722369E+00 0.12243722E+01 0.11105939E+01 0.37638687E+00
 0.22000000E+00 0.37187813E-01 0.13000000E+01 0.00000000E+00 0.43291945E+00 0.12243722E+01 0.11003064E+01 0.40849286E+00
 0.22500000E+00 0.41254553E-01 0.13000000E+01 0.00000000E+00 0.42868455E+00 0.12243722E+01 0.10900785E+01 0.44309401E+00
 0.23000000E+00 0.45687611E-01 0.13000000E+01 0.00000000E+00 0.42451833E+00 0.12243722E+01 0.10799099E+01 0.48003967E+00
 0.23500000E+00 0.50531392E-01 0.13000000E+01 0.00000000E+00 0.42042014E+00 0.12243722E+01 0.10698005E+01 0.51963682E+00
 0.24000000E+00 0.55837407E-01 0.13000000E+01 0.00000000E+00 0.41638938E+00 0.12243722E+01 0.10597501E+01 0.56223841E+00
 0.24500000E+00 0.61609129E-01 0.13000000E+01 0.00000000E+00 0.41242547E+00 0.12243722E+01 0.10497586E+01 0.60769477E+00
 0.25000000E+00 0.67919307E-01 0.13000000E+01 0.00000000E+00 0.40852787E+00 0.12243722E+01 0.10398256E+01 0.65653782E+00
 0.25500000E+00 0.74777338E-01 0.13000000E+01 0.00000000E+00 0.40469607E+00 0.12243722E+01 0.10299510E+01 0.70865741E+00
 0.26000000E+00 0.82245597E-01 0.13000000E+01 0.00000000E+00 0.40092959E+00 0.12243722E+01 0.10201347E+01 0.76444426E+00
 0.26500000E+00 0.90394396E-01 0.13000000E+01 0.00000000E+00 0.39722797E+00 0.12243722E+01 0.10103763E+01 0.82433198E+00
